Fecha;Vendedor;Tienda;Producto;Medio de pago;Calificación por atención;Club cliente frecuente;Valor
44220;María;Tienda A;Código digital XBOX;Efectivo;Neutra;Si;45531
44357;Antonio;Tienda D;Preventa Juego XBOX;Efectivo;Neutra;Si;39721
44584;Matías;Tienda A;Código digital NSW;Crédito;Negativa;Si;50940
44332;Agustín;Tienda B;Código digital XBOX;Débito;Positiva;No;44657
44250;Matías;Tienda A;Juego NSW;Crédito;Neutra;No;31657
44373;Matías;Tienda A;Código digital NSW;Débito;Positiva;No;37232
44486;María;Tienda A;Juego XBOX;Crédito;Neutra;Si;60721
44218;Antonio;Tienda D;Preventa Juego NSW;Crédito;Negativa;No;32013
44503;Matías;Tienda A;Suscripción;Efectivo;Positiva;No;64996
44723;Antonio;Tienda D;Juego PC;Efectivo;Neutra;Si;49141
44863;Antonio;Tienda D;Código digital STEAM;Efectivo;Neutra;No;64944
44693;Agustín;Tienda B;Suscripción;Crédito;Neutra;Si;32532
44751;Agustín;Tienda B;Código digital STEAM;Efectivo;Negativa;Si;56546
44511;Antonio;Tienda D;Suscripción;Débito;Positiva;No;43754
44267;Agustín;Tienda B;Juego PS5;Débito;Negativa;No;40120
44621;Francisco;Tienda C;Código digital NSW;Efectivo;Negativa;No;34553
44269;Antonio;Tienda D;Juego XBOX;Crédito;Neutra;Si;31712
44777;Diego;Tienda C;Juego NSW;Efectivo;Negativa;No;38545
44232;María;Tienda A;Código digital PSN;Efectivo;Positiva;No;59865
44211;Matías;Tienda A;Código digital PSN;Crédito;Positiva;Si;46959
44200;María;Tienda A;Juego PS5;Efectivo;Positiva;Si;58447
44698;Kike;Tienda B;Juego NSW;Crédito;Positiva;Si;53070
44607;María;Tienda A;Código digital XBOX;Efectivo;Negativa;No;59639
44743;Kike;Tienda B;Juego PC;Efectivo;Neutra;Si;62114
44815;Matías;Tienda A;Juego XBOX;Débito;Negativa;Si;39485
44439;Kike;Tienda B;Preventa Juego XBOX;Crédito;Negativa;No;46738
44826;Kike;Tienda B;Suscripción;Crédito;Neutra;Si;41587
44704;Francisco;Tienda C;Juego PS5;Crédito;Neutra;Si;45589
44304;Kike;Tienda B;Juego PC;Débito;Negativa;Si;34399
44537;Kike;Tienda B;Juego XBOX;Crédito;Negativa;No;42272
44591;María;Tienda A;Preventa Juego NSW;Efectivo;Neutra;No;53147
44317;Matías;Tienda A;Código digital PSN;Efectivo;Negativa;No;62769
44217;María;Tienda A;Preventa Juego PS5;Crédito;Negativa;No;36080
44566;Antonio;Tienda D;Código digital XBOX;Débito;Neutra;No;35677
44522;María;Tienda A;Código digital NSW;Débito;Negativa;No;43919
44666;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;Positiva;No;62904
44249;Diego;Tienda C;Código digital XBOX;Crédito;Negativa;No;55437
44301;Francisco;Tienda C;Juego NSW;Crédito;Neutra;Si;44303
44237;Matías;Tienda A;Preventa Juego NSW;Efectivo;Positiva;Si;52469
44513;Matías;Tienda A;Preventa Juego STEAM;Débito;Positiva;Si;29238
44789;Antonio;Tienda D;Preventa Juego XBOX;Efectivo;Neutra;Si;57873
44558;Kike;Tienda B;Código digital PSN;Crédito;Positiva;Si;55622
44531;Kike;Tienda B;Juego PC;Débito;Negativa;No;34978
44390;Agustín;Tienda B;Preventa Juego PS5;Efectivo;Negativa;Si;40069
44671;Francisco;Tienda C;Preventa Juego XBOX;Crédito;Positiva;Si;48446
44459;Diego;Tienda C;Código digital NSW;Crédito;Neutra;No;55518
44456;Antonio;Tienda D;Juego XBOX;Débito;Positiva;No;29699
44473;Kike;Tienda B;Código digital STEAM;Crédito;Neutra;Si;53799
44428;Ambrosio;Tienda D;Suscripción;Crédito;Negativa;No;61418
44498;Francisco;Tienda C;Juego PS5;Crédito;Negativa;Si;42610
44332;Diego;Tienda C;Suscripción;Débito;Positiva;Si;43570
44523;Matías;Tienda A;Preventa Juego STEAM;Débito;Neutra;Si;41864
44305;Francisco;Tienda C;Suscripción;Crédito;Negativa;Si;58352
44244;Diego;Tienda C;Juego PC;Efectivo;Negativa;Si;45431
44435;Francisco;Tienda C;Código digital XBOX;Efectivo;Positiva;No;46596
44553;Ambrosio;Tienda D;Código digital XBOX;Crédito;Positiva;No;29646
44503;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Neutra;Si;56100
44610;Kike;Tienda B;Juego NSW;Débito;Neutra;Si;44352
44806;Matías;Tienda A;Suscripción;Débito;Positiva;Si;59755
44715;Agustín;Tienda B;Preventa Juego STEAM;Crédito;Negativa;No;46863
44639;Diego;Tienda C;Suscripción;Débito;Neutra;No;33221
44838;María;Tienda A;Preventa Juego XBOX;Efectivo;Negativa;Si;45090
44200;Diego;Tienda C;Juego PC;Débito;Negativa;Si;39108
44670;Matías;Tienda A;Juego XBOX;Débito;Negativa;Si;56916
44820;Antonio;Tienda D;Preventa Juego XBOX;Débito;Neutra;No;61833
44353;Matías;Tienda A;Preventa Juego STEAM;Efectivo;Positiva;Si;43434
44542;Ambrosio;Tienda D;Juego NSW;Débito;Neutra;No;41041
44834;Agustín;Tienda B;Preventa Juego STEAM;Efectivo;Neutra;Si;42865
44339;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Positiva;No;56892
44228;Francisco;Tienda C;Suscripción;Crédito;Positiva;Si;39028
44624;Kike;Tienda B;Código digital NSW;Crédito;Positiva;Si;62920
44762;Ambrosio;Tienda D;Juego PC;Débito;Neutra;Si;32797
44832;Diego;Tienda C;Juego XBOX;Crédito;Negativa;No;32782
44820;Diego;Tienda C;Juego NSW;Débito;Neutra;No;32336
44487;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Neutra;Si;33224
44490;Matías;Tienda A;Código digital NSW;Débito;Negativa;Si;61213
44737;Francisco;Tienda C;Suscripción;Efectivo;Neutra;No;54695
44272;Agustín;Tienda B;Código digital STEAM;Crédito;Neutra;No;28752
44503;Kike;Tienda B;Juego PC;Efectivo;Negativa;Si;40639
44685;Diego;Tienda C;Código digital NSW;Efectivo;Negativa;Si;63230
44363;Ambrosio;Tienda D;Código digital STEAM;Efectivo;Negativa;Si;43716
44812;Agustín;Tienda B;Código digital NSW;Débito;Negativa;Si;29972
44276;Agustín;Tienda B;Juego PS5;Débito;Positiva;No;43069
44533;Kike;Tienda B;Suscripción;Efectivo;Neutra;No;57914
44751;María;Tienda A;Preventa Juego NSW;Efectivo;Positiva;No;29335
44582;Agustín;Tienda B;Código digital NSW;Crédito;Positiva;Si;36768
44666;Antonio;Tienda D;Juego PC;Efectivo;Negativa;No;29993
44326;Antonio;Tienda D;Juego NSW;Débito;Negativa;Si;37831
44625;Agustín;Tienda B;Preventa Juego PS5;Crédito;Negativa;No;30083
44415;María;Tienda A;Preventa Juego STEAM;Efectivo;Negativa;Si;38803
44727;María;Tienda A;Juego NSW;Efectivo;Positiva;Si;56088
44427;Antonio;Tienda D;Código digital PSN;Crédito;Positiva;No;45817
44246;Antonio;Tienda D;Juego PS5;Débito;Positiva;No;60898
44635;Kike;Tienda B;Código digital PSN;Crédito;Positiva;Si;55601
44613;Diego;Tienda C;Preventa Juego PS5;Efectivo;Neutra;Si;31191
44231;Matías;Tienda A;Juego PS5;Efectivo;Neutra;Si;38060
44812;Francisco;Tienda C;Preventa Juego NSW;Crédito;Negativa;No;41042
44369;Francisco;Tienda C;Código digital NSW;Efectivo;Negativa;No;60264
44577;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;Neutra;Si;44289
44569;Agustín;Tienda B;Preventa Juego PS5;Crédito;Negativa;No;32409
44491;Matías;Tienda A;Código digital STEAM;Efectivo;Negativa;Si;41347
44656;María;Tienda A;Preventa Juego XBOX;Crédito;Neutra;Si;43703
44282;Diego;Tienda C;Juego XBOX;Débito;Negativa;Si;46554
44600;Antonio;Tienda D;Juego NSW;Débito;Negativa;Si;59022
44476;Antonio;Tienda D;Juego XBOX;Efectivo;Positiva;Si;57294
44415;Agustín;Tienda B;Código digital PSN;Débito;Neutra;No;35875
44225;Ambrosio;Tienda D;Juego XBOX;Efectivo;Positiva;No;47061
44595;Kike;Tienda B;Preventa Juego PS5;Efectivo;Negativa;No;46398
44497;Kike;Tienda B;Juego NSW;Crédito;Neutra;No;28111
44280;Antonio;Tienda D;Juego NSW;Crédito;Neutra;Si;47101
44541;Antonio;Tienda D;Código digital NSW;Efectivo;Negativa;Si;55048
44514;Antonio;Tienda D;Código digital STEAM;Débito;Neutra;No;31196
44794;Agustín;Tienda B;Suscripción;Crédito;Positiva;No;33679
44397;Matías;Tienda A;Juego PS5;Efectivo;Positiva;No;58102
44768;Kike;Tienda B;Código digital NSW;Crédito;Positiva;Si;54992
44689;Antonio;Tienda D;Preventa Juego STEAM;Crédito;Negativa;Si;30494
44706;Diego;Tienda C;Código digital NSW;Crédito;Neutra;No;44218
44682;Agustín;Tienda B;Código digital XBOX;Débito;Neutra;Si;55291
44769;Ambrosio;Tienda D;Preventa Juego STEAM;Efectivo;Neutra;No;35463
44459;Antonio;Tienda D;Juego PC;Débito;Positiva;Si;47508
44286;María;Tienda A;Preventa Juego STEAM;Débito;Positiva;No;28865
44807;Antonio;Tienda D;Juego NSW;Débito;Neutra;No;49880
44334;Antonio;Tienda D;Juego XBOX;Débito;Neutra;No;36557
44722;María;Tienda A;Preventa Juego XBOX;Crédito;Neutra;No;53191
44595;María;Tienda A;Código digital STEAM;Efectivo;Neutra;Si;38309
44539;Diego;Tienda C;Código digital PSN;Efectivo;Negativa;No;30200
44582;Francisco;Tienda C;Suscripción;Débito;Negativa;Si;43951
44267;Matías;Tienda A;Código digital STEAM;Débito;Positiva;Si;63763
44805;Antonio;Tienda D;Juego PS5;Crédito;Positiva;Si;57728
44371;Diego;Tienda C;Juego PS5;Crédito;Positiva;Si;64539
44323;Antonio;Tienda D;Preventa Juego PS5;Efectivo;Negativa;Si;50205
44328;Agustín;Tienda B;Código digital XBOX;Débito;Positiva;Si;37891
44784;Kike;Tienda B;Juego NSW;Crédito;Positiva;No;46384
44853;Francisco;Tienda C;Preventa Juego STEAM;Efectivo;Negativa;Si;39420
44723;Matías;Tienda A;Juego PC;Efectivo;Positiva;Si;56247
44494;Diego;Tienda C;Preventa Juego STEAM;Débito;Positiva;No;33651
44750;María;Tienda A;Código digital STEAM;Crédito;Neutra;No;55089
44534;María;Tienda A;Código digital XBOX;Débito;Neutra;No;43043
44782;María;Tienda A;Juego PS5;Efectivo;Neutra;No;35886
44510;Agustín;Tienda B;Juego PS5;Crédito;Neutra;No;45655
44484;Ambrosio;Tienda D;Juego XBOX;Efectivo;Positiva;Si;30869
44579;Antonio;Tienda D;Juego NSW;Crédito;Positiva;No;41272
44344;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Positiva;Si;56035
44281;Francisco;Tienda C;Preventa Juego XBOX;Crédito;Negativa;No;56915
44621;María;Tienda A;Preventa Juego STEAM;Efectivo;Neutra;Si;55160
44380;Kike;Tienda B;Preventa Juego XBOX;Efectivo;Negativa;Si;31636
44662;Kike;Tienda B;Suscripción;Crédito;Positiva;Si;34374
44503;Ambrosio;Tienda D;Código digital XBOX;Crédito;Negativa;Si;48845
44764;Ambrosio;Tienda D;Preventa Juego STEAM;Efectivo;Negativa;Si;38005
44317;Francisco;Tienda C;Suscripción;Crédito;Positiva;Si;63470
44778;Antonio;Tienda D;Suscripción;Crédito;Neutra;Si;64716
44836;Diego;Tienda C;Código digital NSW;Crédito;Negativa;Si;33614
44455;Kike;Tienda B;Juego NSW;Efectivo;Neutra;No;64872
44743;Agustín;Tienda B;Código digital XBOX;Efectivo;Positiva;No;41565
44430;Francisco;Tienda C;Preventa Juego PS5;Débito;Positiva;Si;48613
44443;Agustín;Tienda B;Preventa Juego XBOX;Débito;Neutra;Si;28577
44577;Matías;Tienda A;Preventa Juego XBOX;Efectivo;Positiva;No;29029
44659;Agustín;Tienda B;Juego XBOX;Crédito;Negativa;No;40883
44684;Antonio;Tienda D;Código digital NSW;Débito;Negativa;Si;62431
44700;María;Tienda A;Preventa Juego STEAM;Efectivo;Negativa;No;41937
44308;Ambrosio;Tienda D;Código digital STEAM;Débito;Positiva;Si;56786
44572;Agustín;Tienda B;Preventa Juego STEAM;Efectivo;Negativa;No;64211
44570;Francisco;Tienda C;Preventa Juego PS5;Efectivo;Negativa;No;31426
44517;Kike;Tienda B;Código digital STEAM;Débito;Negativa;No;63642
44636;María;Tienda A;Preventa Juego XBOX;Débito;Negativa;Si;37931
44234;Francisco;Tienda C;Preventa Juego STEAM;Efectivo;Negativa;No;63711
44447;Diego;Tienda C;Código digital XBOX;Efectivo;Negativa;No;52393
44703;Francisco;Tienda C;Código digital STEAM;Débito;Neutra;No;42108
44387;María;Tienda A;Juego PC;Crédito;Neutra;Si;28285
44810;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Positiva;No;52450
44268;Francisco;Tienda C;Juego PC;Crédito;Neutra;No;43403
44201;Agustín;Tienda B;Juego PC;Débito;Positiva;Si;47221
44462;Francisco;Tienda C;Código digital STEAM;Débito;Negativa;Si;56725
44514;Antonio;Tienda D;Juego XBOX;Efectivo;Positiva;No;61469
44836;María;Tienda A;Juego PS5;Débito;Negativa;Si;57382
44671;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;Positiva;Si;57610
44328;Kike;Tienda B;Juego NSW;Crédito;Neutra;No;34212
44684;Agustín;Tienda B;Juego PC;Efectivo;Negativa;No;31048
44416;Agustín;Tienda B;Juego XBOX;Crédito;Negativa;No;45744
44458;Agustín;Tienda B;Preventa Juego PS5;Débito;Positiva;Si;48279
44232;Ambrosio;Tienda D;Código digital XBOX;Crédito;Neutra;No;34002
44284;Kike;Tienda B;Preventa Juego XBOX;Débito;Negativa;No;40227
44343;Kike;Tienda B;Preventa Juego NSW;Crédito;Positiva;No;56228
44447;Francisco;Tienda C;Juego PS5;Efectivo;Positiva;No;37594
44732;Matías;Tienda A;Código digital XBOX;Débito;Positiva;No;36672
44857;Agustín;Tienda B;Juego PS5;Crédito;Neutra;No;57731
44651;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Positiva;Si;58941
44576;Agustín;Tienda B;Juego PC;Crédito;Positiva;Si;28653
44323;Antonio;Tienda D;Juego PS5;Crédito;Negativa;Si;31246
44332;Diego;Tienda C;Juego XBOX;Débito;Neutra;Si;31801
44711;Matías;Tienda A;Suscripción;Efectivo;Negativa;No;45687
44265;Antonio;Tienda D;Código digital XBOX;Crédito;Neutra;No;48051
44693;Diego;Tienda C;Código digital NSW;Débito;Positiva;Si;34870
44384;Antonio;Tienda D;Preventa Juego XBOX;Débito;Positiva;Si;50561
44842;María;Tienda A;Juego NSW;Efectivo;Positiva;No;41201
44774;Antonio;Tienda D;Preventa Juego XBOX;Débito;Positiva;Si;49288
44457;Agustín;Tienda B;Juego PC;Crédito;Neutra;No;40559
44359;Francisco;Tienda C;Juego PC;Crédito;Positiva;Si;45576
44217;María;Tienda A;Preventa Juego STEAM;Débito;Neutra;Si;47367
44696;Matías;Tienda A;Juego XBOX;Débito;Positiva;No;34725
44311;María;Tienda A;Preventa Juego XBOX;Efectivo;Neutra;Si;64408
44344;María;Tienda A;Preventa Juego NSW;Débito;Neutra;No;61522
44524;Kike;Tienda B;Juego PS5;Débito;Negativa;No;58828
44235;Diego;Tienda C;Juego NSW;Crédito;Positiva;Si;52203
44574;Antonio;Tienda D;Código digital NSW;Crédito;Positiva;Si;29980
44597;Matías;Tienda A;Preventa Juego STEAM;Crédito;Negativa;No;51951
44332;María;Tienda A;Juego PS5;Débito;Positiva;Si;59779
44818;Antonio;Tienda D;Código digital PSN;Crédito;Negativa;Si;62980
44554;Diego;Tienda C;Preventa Juego PS5;Efectivo;Neutra;Si;30951
44740;Matías;Tienda A;Preventa Juego XBOX;Efectivo;Negativa;Si;28970
44723;Antonio;Tienda D;Preventa Juego STEAM;Efectivo;Negativa;Si;57737
44709;Francisco;Tienda C;Código digital NSW;Débito;Negativa;Si;33730
44669;Ambrosio;Tienda D;Juego XBOX;Débito;Negativa;No;34223
44807;Antonio;Tienda D;Preventa Juego XBOX;Débito;Positiva;Si;51501
44475;Matías;Tienda A;Juego PC;Crédito;Neutra;No;43354
44207;Ambrosio;Tienda D;Código digital XBOX;Crédito;Neutra;Si;56295
44317;Diego;Tienda C;Juego PS5;Débito;Neutra;No;44713
44216;Antonio;Tienda D;Juego PS5;Crédito;Negativa;Si;53237
44200;Matías;Tienda A;Juego PS5;Crédito;Negativa;Si;44914
44855;Matías;Tienda A;Juego PS5;Efectivo;Positiva;No;33034
44752;Ambrosio;Tienda D;Suscripción;Débito;Negativa;No;37535
44506;Ambrosio;Tienda D;Preventa Juego STEAM;Efectivo;Positiva;Si;45605
44283;Agustín;Tienda B;Preventa Juego STEAM;Efectivo;Negativa;No;57503
44503;María;Tienda A;Código digital PSN;Débito;Negativa;No;36321
44701;Matías;Tienda A;Código digital STEAM;Crédito;Negativa;No;30370
44432;María;Tienda A;Juego PC;Efectivo;Neutra;No;48289
44581;Matías;Tienda A;Juego XBOX;Crédito;Negativa;No;37536
44786;Agustín;Tienda B;Código digital STEAM;Débito;Negativa;No;62559
44315;Diego;Tienda C;Juego PC;Crédito;Negativa;No;37190
44300;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;Positiva;No;38560
44603;Antonio;Tienda D;Juego PS5;Efectivo;Positiva;No;62283
44577;Francisco;Tienda C;Juego NSW;Débito;Positiva;Si;37398
44616;Antonio;Tienda D;Juego PC;Efectivo;Negativa;Si;48193
44796;Antonio;Tienda D;Juego NSW;Crédito;Positiva;Si;55671
44216;María;Tienda A;Código digital XBOX;Crédito;Negativa;Si;43156
44726;Matías;Tienda A;Preventa Juego PS5;Efectivo;Negativa;Si;61931
44679;Diego;Tienda C;Código digital PSN;Débito;Positiva;Si;44316
44581;Diego;Tienda C;Código digital XBOX;Crédito;Positiva;No;50953
44663;Agustín;Tienda B;Preventa Juego PS5;Débito;Positiva;No;37641
44275;Francisco;Tienda C;Código digital NSW;Débito;Neutra;Si;63495
44782;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;Neutra;No;64889
44722;Kike;Tienda B;Preventa Juego PS5;Débito;Neutra;No;60312
44832;Diego;Tienda C;Código digital STEAM;Efectivo;Positiva;Si;40327
44231;Antonio;Tienda D;Juego NSW;Débito;Positiva;Si;45518
44328;Antonio;Tienda D;Juego XBOX;Efectivo;Neutra;No;59806
44287;Ambrosio;Tienda D;Preventa Juego XBOX;Crédito;Negativa;No;47263
44490;Francisco;Tienda C;Juego NSW;Crédito;Negativa;No;32631
44204;Diego;Tienda C;Juego PC;Débito;Neutra;No;44695
44479;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Neutra;No;28396
44808;Ambrosio;Tienda D;Preventa Juego NSW;Débito;Neutra;Si;28552
44691;Diego;Tienda C;Código digital PSN;Crédito;Negativa;No;38945
44753;María;Tienda A;Código digital STEAM;Débito;Negativa;No;29394
44558;Francisco;Tienda C;Código digital NSW;Débito;Positiva;Si;57095
44591;Francisco;Tienda C;Preventa Juego STEAM;Crédito;Positiva;Si;37442
44505;Kike;Tienda B;Código digital PSN;Crédito;Positiva;Si;29307
44461;María;Tienda A;Código digital STEAM;Crédito;Neutra;Si;30133
44715;Diego;Tienda C;Código digital NSW;Efectivo;Positiva;Si;29699
44481;Matías;Tienda A;Juego PS5;Débito;Negativa;Si;40390
44361;María;Tienda A;Código digital PSN;Débito;Negativa;Si;59104
44384;Agustín;Tienda B;Juego XBOX;Débito;Neutra;Si;32162
44265;Ambrosio;Tienda D;Código digital PSN;Efectivo;Neutra;Si;33879
44702;Ambrosio;Tienda D;Juego PS5;Efectivo;Neutra;No;47270
44650;Matías;Tienda A;Juego PC;Efectivo;Positiva;Si;31080
44548;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Positiva;Si;47749
44436;Antonio;Tienda D;Juego PC;Efectivo;Neutra;No;32802
44629;Kike;Tienda B;Preventa Juego XBOX;Efectivo;Neutra;No;37278
44601;María;Tienda A;Juego XBOX;Efectivo;Neutra;No;43023
44743;Diego;Tienda C;Suscripción;Efectivo;Negativa;Si;56863
44243;Diego;Tienda C;Preventa Juego NSW;Débito;Negativa;Si;33417
44233;Diego;Tienda C;Juego XBOX;Efectivo;Negativa;No;29517
44238;Ambrosio;Tienda D;Suscripción;Crédito;Positiva;Si;39004
44291;Kike;Tienda B;Código digital NSW;Crédito;Positiva;Si;51337
44364;María;Tienda A;Preventa Juego XBOX;Crédito;Positiva;No;28649
44255;María;Tienda A;Preventa Juego NSW;Crédito;Negativa;Si;41624
44812;Ambrosio;Tienda D;Suscripción;Crédito;Negativa;Si;29659
44648;Francisco;Tienda C;Preventa Juego PS5;Efectivo;Neutra;No;60264
44407;Ambrosio;Tienda D;Juego PS5;Efectivo;Positiva;No;31376
44411;Matías;Tienda A;Juego PS5;Crédito;Negativa;Si;42869
44726;Antonio;Tienda D;Juego PC;Crédito;Neutra;Si;49045
44675;Kike;Tienda B;Preventa Juego STEAM;Débito;Positiva;No;33208
44759;Matías;Tienda A;Juego PS5;Crédito;Neutra;No;33162
44226;Kike;Tienda B;Código digital PSN;Crédito;Neutra;No;47837
44623;Antonio;Tienda D;Código digital STEAM;Efectivo;Negativa;No;29016
44781;Francisco;Tienda C;Juego XBOX;Crédito;Neutra;Si;55895
44557;Matías;Tienda A;Preventa Juego NSW;Débito;Neutra;No;62256
44436;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Positiva;Si;49588
44438;Kike;Tienda B;Código digital XBOX;Débito;Neutra;Si;40258
44398;Ambrosio;Tienda D;Juego XBOX;Débito;Positiva;No;56716
44206;Antonio;Tienda D;Preventa Juego NSW;Débito;Neutra;Si;33875
44838;María;Tienda A;Juego NSW;Efectivo;Positiva;No;32046
44767;Antonio;Tienda D;Juego PC;Efectivo;Negativa;No;47853
44645;Antonio;Tienda D;Juego PS5;Efectivo;Neutra;Si;52777
44555;Antonio;Tienda D;Juego XBOX;Crédito;Negativa;Si;36224
44271;Matías;Tienda A;Preventa Juego STEAM;Efectivo;Negativa;Si;55843
44510;Ambrosio;Tienda D;Juego XBOX;Crédito;Neutra;No;30117
44415;Francisco;Tienda C;Código digital XBOX;Efectivo;Positiva;Si;56005
44502;Matías;Tienda A;Código digital NSW;Débito;Positiva;No;58877
44831;Ambrosio;Tienda D;Código digital STEAM;Débito;Neutra;No;32861
44683;Antonio;Tienda D;Preventa Juego XBOX;Débito;Positiva;No;33648
44326;Matías;Tienda A;Juego PS5;Débito;Neutra;No;41703
44545;Kike;Tienda B;Código digital NSW;Efectivo;Negativa;Si;54428
44602;Matías;Tienda A;Suscripción;Efectivo;Positiva;No;28199
44829;Diego;Tienda C;Código digital STEAM;Crédito;Neutra;Si;45938
44281;Agustín;Tienda B;Juego NSW;Efectivo;Negativa;No;54106
44376;Agustín;Tienda B;Juego XBOX;Crédito;Negativa;No;53531
44772;Diego;Tienda C;Juego XBOX;Débito;Neutra;Si;29111
44766;Antonio;Tienda D;Juego PS5;Crédito;Negativa;No;53642
44605;Antonio;Tienda D;Código digital PSN;Crédito;Positiva;Si;60984
44409;Matías;Tienda A;Código digital XBOX;Efectivo;Negativa;Si;29717
44694;Francisco;Tienda C;Código digital STEAM;Débito;Positiva;No;42294
