Fecha;Vendedor;Tienda;Producto;Medio de pago;Valor
24-03-2021;Diego;Tienda C;Preventa Juego PS5;Débito;$37.316
01-01-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$33.588
22-07-2022;Antonio;Tienda D;Código digital PSN;Débito;$41.255
27-03-2022;María;Tienda A;Código digital STEAM;Crédito;$41.030
21-01-2022;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$62.333
08-08-2022;Diego;Tienda C;Preventa Juego XBOX;Crédito;$48.036
08-04-2021;María;Tienda A;Juego XBOX;Crédito;$40.182
27-03-2021;Ambrosio;Tienda D;Código digital STEAM;Crédito;$44.583
06-01-2021;Agustín;Tienda B;Juego PC;Débito;$56.903
18-04-2021;Francisco;Tienda C;Código digital PSN;Débito;$40.091
24-03-2022;Agustín;Tienda B;Juego XBOX;Crédito;$51.790
21-01-2021;Antonio;Tienda D;Suscripción;Débito;$60.368
31-07-2021;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$30.627
23-12-2021;Ambrosio;Tienda D;Juego PS5;Crédito;$56.263
17-08-2021;Matías;Tienda A;Código digital NSW;Débito;$42.130
28-11-2021;Matías;Tienda A;Código digital XBOX;Crédito;$59.765
03-01-2022;Francisco;Tienda C;Suscripción;Crédito;$53.857
03-10-2021;Diego;Tienda C;Juego PS5;Crédito;$35.687
05-11-2021;Francisco;Tienda C;Juego XBOX;Crédito;$39.928
24-12-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$54.465
28-06-2022;Kike;Tienda B;Código digital NSW;Crédito;$47.810
17-06-2021;Agustín;Tienda B;Código digital STEAM;Débito;$32.008
28-12-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$44.475
11-09-2022;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$31.820
27-08-2021;Matías;Tienda A;Juego PS5;Débito;$54.112
25-09-2021;Agustín;Tienda B;Código digital PSN;Débito;$60.338
03-04-2021;María;Tienda A;Código digital NSW;Débito;$39.898
25-09-2022;Antonio;Tienda D;Preventa Juego PS5;Débito;$40.442
15-08-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$39.140
29-01-2021;Kike;Tienda B;Código digital STEAM;Crédito;$40.785
31-05-2021;Kike;Tienda B;Preventa Juego STEAM;Débito;$61.190
12-09-2022;Diego;Tienda C;Preventa Juego PS5;Crédito;$51.029
21-06-2022;María;Tienda A;Preventa Juego XBOX;Crédito;$28.864
16-04-2021;Agustín;Tienda B;Código digital XBOX;Crédito;$46.823
25-04-2021;Kike;Tienda B;Preventa Juego NSW;Crédito;$39.267
23-05-2021;Francisco;Tienda C;Juego NSW;Crédito;$63.870
29-10-2022;Agustín;Tienda B;Código digital STEAM;Crédito;$32.951
30-07-2022;Agustín;Tienda B;Preventa Juego PS5;Crédito;$45.610
01-07-2021;Kike;Tienda B;Juego PC;Crédito;$43.940
12-04-2022;Kike;Tienda B;Preventa Juego PS5;Débito;$46.597
02-01-2022;Francisco;Tienda C;Código digital STEAM;Débito;$39.020
03-10-2022;Diego;Tienda C;Preventa Juego NSW;Débito;$32.348
11-08-2022;Matías;Tienda A;Juego PS5;Crédito;$52.670
18-05-2022;María;Tienda A;Código digital XBOX;Crédito;$33.666
09-03-2021;Matías;Tienda A;Código digital STEAM;Crédito;$56.817
08-09-2022;María;Tienda A;Juego PS5;Débito;$28.541
30-09-2021;Francisco;Tienda C;Juego XBOX;Crédito;$58.162
16-03-2021;Diego;Tienda C;Preventa Juego STEAM;Crédito;$36.266
30-05-2022;Francisco;Tienda C;Juego XBOX;Crédito;$56.829
24-07-2021;Matías;Tienda A;Preventa Juego PS5;Crédito;$54.489
24-09-2021;Agustín;Tienda B;Preventa Juego NSW;Crédito;$38.814
22-11-2021;Matías;Tienda A;Juego PC;Crédito;$64.609
03-06-2021;Diego;Tienda C;Preventa Juego NSW;Débito;$29.225
05-07-2022;Antonio;Tienda D;Suscripción;Crédito;$46.720
24-03-2022;Kike;Tienda B;Suscripción;Crédito;$63.678
13-04-2022;Antonio;Tienda D;Juego NSW;Crédito;$48.231
05-05-2021;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$58.245
03-05-2022;Kike;Tienda B;Juego PC;Crédito;$40.036
28-09-2022;Kike;Tienda B;Código digital STEAM;Crédito;$57.674
02-05-2021;Agustín;Tienda B;Suscripción;Crédito;$52.465
25-10-2021;Francisco;Tienda C;Código digital NSW;Crédito;$35.940
09-11-2021;Diego;Tienda C;Juego NSW;Crédito;$47.102
11-04-2021;Kike;Tienda B;Código digital XBOX;Crédito;$49.144
11-07-2022;Antonio;Tienda D;Preventa Juego PS5;Crédito;$57.042
28-04-2022;Kike;Tienda B;Código digital STEAM;Crédito;$33.716
14-07-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$37.911
12-06-2021;Ambrosio;Tienda D;Código digital STEAM;Crédito;$56.973
23-01-2022;Kike;Tienda B;Juego PC;Crédito;$48.160
25-06-2022;María;Tienda A;Juego NSW;Crédito;$35.335
04-06-2021;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$44.601
03-04-2021;Francisco;Tienda C;Código digital NSW;Débito;$40.785
20-06-2021;Diego;Tienda C;Preventa Juego XBOX;Débito;$36.616
31-08-2021;Matías;Tienda A;Juego PC;Débito;$39.531
16-01-2021;Antonio;Tienda D;Suscripción;Crédito;$61.846
23-10-2022;Antonio;Tienda D;Preventa Juego PS5;Débito;$40.116
24-03-2021;Diego;Tienda C;Juego PS5;Crédito;$58.035
23-07-2021;Matías;Tienda A;Juego PS5;Débito;$30.087
17-08-2021;Diego;Tienda C;Código digital NSW;Débito;$34.531
11-02-2021;Matías;Tienda A;Preventa Juego NSW;Crédito;$36.172
30-09-2022;María;Tienda A;Juego XBOX;Débito;$30.227
06-07-2021;Diego;Tienda C;Código digital XBOX;Crédito;$31.382
19-06-2021;María;Tienda A;Código digital NSW;Débito;$43.649
05-02-2022;Diego;Tienda C;Juego XBOX;Débito;$58.322
03-07-2022;Matías;Tienda A;Preventa Juego XBOX;Crédito;$29.586
20-12-2021;Matías;Tienda A;Juego PC;Crédito;$55.084
25-05-2021;Ambrosio;Tienda D;Código digital NSW;Débito;$56.138
15-07-2021;Francisco;Tienda C;Juego NSW;Crédito;$59.004
28-12-2021;Matías;Tienda A;Juego PS5;Débito;$28.204
16-04-2022;Antonio;Tienda D;Juego PS5;Crédito;$50.805
20-08-2021;Diego;Tienda C;Juego XBOX;Débito;$56.896
28-03-2021;María;Tienda A;Código digital NSW;Débito;$33.283
03-09-2021;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$38.533
11-05-2022;Kike;Tienda B;Código digital NSW;Crédito;$56.275
29-12-2021;Francisco;Tienda C;Código digital STEAM;Crédito;$49.333
03-04-2021;Kike;Tienda B;Suscripción;Crédito;$34.613
19-05-2021;Agustín;Tienda B;Juego XBOX;Crédito;$47.462
12-02-2022;Kike;Tienda B;Juego NSW;Débito;$58.959
05-11-2021;Kike;Tienda B;Preventa Juego STEAM;Débito;$49.127
22-08-2021;Diego;Tienda C;Juego XBOX;Débito;$63.834
13-02-2022;Francisco;Tienda C;Código digital XBOX;Débito;$49.683
13-06-2022;Matías;Tienda A;Preventa Juego STEAM;Débito;$51.790
02-10-2022;Francisco;Tienda C;Código digital XBOX;Crédito;$53.044
21-06-2021;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$33.802
31-03-2021;Antonio;Tienda D;Código digital XBOX;Crédito;$43.719
29-01-2022;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$49.676
23-09-2021;Francisco;Tienda C;Preventa Juego NSW;Débito;$31.773
27-02-2021;Matías;Tienda A;Preventa Juego PS5;Débito;$31.944
08-08-2021;Agustín;Tienda B;Código digital NSW;Crédito;$45.135
03-08-2022;Ambrosio;Tienda D;Juego PC;Crédito;$31.555
12-01-2021;Agustín;Tienda B;Preventa Juego PS5;Débito;$35.975
14-09-2022;María;Tienda A;Código digital STEAM;Débito;$48.554
24-05-2022;Francisco;Tienda C;Juego PC;Débito;$42.826
16-09-2021;Diego;Tienda C;Código digital STEAM;Débito;$57.377
21-11-2021;Antonio;Tienda D;Preventa Juego XBOX;Débito;$33.038
29-08-2022;Matías;Tienda A;Juego NSW;Crédito;$54.736
11-08-2021;Ambrosio;Tienda D;Juego XBOX;Débito;$57.185
29-09-2021;Matías;Tienda A;Código digital XBOX;Crédito;$40.267
09-07-2022;Diego;Tienda C;Preventa Juego PS5;Débito;$64.862
09-01-2021;Francisco;Tienda C;Código digital PSN;Crédito;$32.296
01-01-2021;Kike;Tienda B;Juego XBOX;Débito;$28.527
21-09-2022;Diego;Tienda C;Juego NSW;Débito;$47.445
12-10-2022;Diego;Tienda C;Juego PS5;Crédito;$53.244
04-07-2022;Matías;Tienda A;Preventa Juego STEAM;Crédito;$45.207
19-03-2022;Ambrosio;Tienda D;Código digital PSN;Débito;$59.320
29-06-2022;Diego;Tienda C;Preventa Juego XBOX;Crédito;$29.341
08-09-2022;Kike;Tienda B;Preventa Juego XBOX;Débito;$48.527
18-08-2021;Matías;Tienda A;Preventa Juego STEAM;Crédito;$46.331
21-01-2022;Ambrosio;Tienda D;Juego NSW;Débito;$54.180
11-12-2021;Kike;Tienda B;Código digital STEAM;Crédito;$48.804
07-07-2022;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;$59.773
24-10-2022;Diego;Tienda C;Código digital NSW;Débito;$54.572
09-08-2021;Diego;Tienda C;Juego PS5;Crédito;$40.103
10-08-2021;Francisco;Tienda C;Juego PC;Débito;$39.373
04-03-2021;Matías;Tienda A;Preventa Juego PS5;Débito;$64.045
07-03-2022;Diego;Tienda C;Preventa Juego PS5;Débito;$56.944
16-07-2021;Kike;Tienda B;Juego PC;Crédito;$52.207
08-05-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$45.240
25-03-2022;Diego;Tienda C;Juego PS5;Débito;$39.550
26-11-2021;Agustín;Tienda B;Juego XBOX;Débito;$58.819
02-03-2021;Diego;Tienda C;Juego NSW;Crédito;$50.547
11-10-2021;Diego;Tienda C;Juego PC;Débito;$51.508
30-07-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;$29.757
13-08-2021;Francisco;Tienda C;Preventa Juego PS5;Débito;$52.138
17-09-2021;Antonio;Tienda D;Código digital STEAM;Crédito;$56.426
16-09-2022;Francisco;Tienda C;Suscripción;Crédito;$42.781
02-01-2021;Matías;Tienda A;Suscripción;Crédito;$43.461
04-04-2022;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$47.511
03-02-2022;Matías;Tienda A;Suscripción;Débito;$32.285
31-01-2022;Matías;Tienda A;Código digital XBOX;Crédito;$60.363
05-02-2022;María;Tienda A;Código digital PSN;Débito;$63.607
01-04-2021;Antonio;Tienda D;Juego NSW;Crédito;$64.745
22-02-2021;Ambrosio;Tienda D;Código digital PSN;Crédito;$62.093
24-02-2021;Antonio;Tienda D;Suscripción;Crédito;$40.237
31-08-2022;Ambrosio;Tienda D;Juego PC;Crédito;$30.070
07-04-2022;Francisco;Tienda C;Código digital NSW;Crédito;$56.275
11-08-2021;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$28.359
28-09-2022;Kike;Tienda B;Juego NSW;Crédito;$34.484
06-04-2021;Kike;Tienda B;Juego XBOX;Crédito;$46.262
11-05-2022;Agustín;Tienda B;Preventa Juego PS5;Débito;$52.872
24-11-2021;Ambrosio;Tienda D;Suscripción;Débito;$31.072
07-08-2021;Diego;Tienda C;Código digital NSW;Crédito;$62.909
21-07-2021;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$33.572
20-10-2022;Matías;Tienda A;Código digital XBOX;Débito;$51.801
12-10-2021;María;Tienda A;Preventa Juego STEAM;Crédito;$46.393
24-05-2021;María;Tienda A;Juego NSW;Débito;$40.872
22-08-2021;Agustín;Tienda B;Juego XBOX;Débito;$57.999
16-02-2021;Antonio;Tienda D;Juego PS5;Débito;$57.402
14-01-2022;Francisco;Tienda C;Código digital NSW;Débito;$31.942
17-01-2022;Matías;Tienda A;Preventa Juego XBOX;Crédito;$57.554
20-01-2021;Diego;Tienda C;Preventa Juego NSW;Crédito;$58.337
28-06-2022;Agustín;Tienda B;Código digital XBOX;Débito;$46.160
06-09-2021;Ambrosio;Tienda D;Código digital STEAM;Débito;$55.964
18-07-2021;Kike;Tienda B;Preventa Juego NSW;Débito;$35.192
22-07-2022;Kike;Tienda B;Preventa Juego STEAM;Crédito;$45.787
28-11-2021;Antonio;Tienda D;Suscripción;Crédito;$42.557
20-07-2021;Ambrosio;Tienda D;Juego XBOX;Débito;$40.236
27-11-2021;Francisco;Tienda C;Preventa Juego STEAM;Débito;$55.428
06-10-2021;Antonio;Tienda D;Juego PC;Crédito;$40.006
07-08-2022;Diego;Tienda C;Preventa Juego PS5;Débito;$59.592
27-01-2021;Agustín;Tienda B;Código digital XBOX;Débito;$34.488
05-09-2022;Diego;Tienda C;Preventa Juego XBOX;Crédito;$51.320
19-04-2022;Diego;Tienda C;Código digital NSW;Crédito;$54.053
11-08-2021;María;Tienda A;Código digital NSW;Débito;$31.545
30-01-2021;María;Tienda A;Preventa Juego NSW;Débito;$46.592
15-10-2022;Diego;Tienda C;Juego NSW;Débito;$48.852
13-03-2022;María;Tienda A;Juego XBOX;Débito;$64.821
19-08-2021;Francisco;Tienda C;Juego NSW;Débito;$49.721
17-03-2021;María;Tienda A;Código digital XBOX;Débito;$52.662
23-10-2022;Agustín;Tienda B;Juego PS5;Débito;$35.302
12-05-2022;Kike;Tienda B;Código digital NSW;Crédito;$60.430
03-08-2022;Kike;Tienda B;Código digital XBOX;Débito;$57.481
27-01-2022;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$33.755
29-12-2021;Matías;Tienda A;Juego NSW;Débito;$35.924
06-11-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$36.257
16-09-2022;María;Tienda A;Código digital NSW;Crédito;$32.364
15-03-2022;Ambrosio;Tienda D;Juego NSW;Crédito;$52.006
25-03-2021;Agustín;Tienda B;Juego XBOX;Crédito;$33.303
23-03-2021;Antonio;Tienda D;Código digital STEAM;Débito;$28.972
11-11-2021;Agustín;Tienda B;Juego XBOX;Crédito;$48.753
31-03-2022;Francisco;Tienda C;Suscripción;Débito;$63.813
08-10-2022;Diego;Tienda C;Código digital STEAM;Crédito;$50.602
03-04-2022;Antonio;Tienda D;Preventa Juego NSW;Crédito;$35.758
27-03-2021;Francisco;Tienda C;Preventa Juego STEAM;Débito;$55.891
12-05-2021;Ambrosio;Tienda D;Juego PS5;Débito;$61.313
11-11-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$36.371
11-05-2021;Francisco;Tienda C;Preventa Juego PS5;Débito;$50.047
28-09-2022;Diego;Tienda C;Código digital PSN;Crédito;$64.713
21-07-2021;Francisco;Tienda C;Preventa Juego XBOX;Débito;$28.360
13-10-2021;Kike;Tienda B;Código digital STEAM;Crédito;$34.599
13-06-2021;Kike;Tienda B;Juego NSW;Débito;$54.326
01-09-2022;Matías;Tienda A;Código digital XBOX;Crédito;$60.988
04-02-2021;Antonio;Tienda D;Juego PC;Débito;$62.639
30-10-2022;María;Tienda A;Suscripción;Crédito;$30.084
13-08-2022;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$50.510
03-09-2022;Ambrosio;Tienda D;Juego NSW;Débito;$40.688
24-07-2021;Francisco;Tienda C;Código digital NSW;Débito;$56.071
25-10-2021;Kike;Tienda B;Código digital XBOX;Crédito;$62.347
05-02-2022;Antonio;Tienda D;Preventa Juego NSW;Débito;$42.140
27-04-2022;María;Tienda A;Código digital NSW;Crédito;$58.195
24-08-2021;Kike;Tienda B;Juego NSW;Crédito;$51.315
10-08-2022;Agustín;Tienda B;Juego NSW;Débito;$51.485
27-03-2022;María;Tienda A;Suscripción;Débito;$63.365
01-07-2021;Kike;Tienda B;Juego PS5;Crédito;$28.108
27-06-2021;Kike;Tienda B;Preventa Juego NSW;Débito;$59.612
23-09-2021;Ambrosio;Tienda D;Código digital NSW;Crédito;$53.651
07-02-2021;Kike;Tienda B;Preventa Juego STEAM;Débito;$34.941
07-10-2021;Agustín;Tienda B;Juego XBOX;Débito;$63.736
23-10-2022;Agustín;Tienda B;Juego PC;Crédito;$46.975
15-12-2021;Diego;Tienda C;Juego XBOX;Crédito;$64.726
01-05-2022;Kike;Tienda B;Preventa Juego PS5;Débito;$64.929
16-03-2022;Matías;Tienda A;Código digital XBOX;Crédito;$40.904
20-03-2022;Francisco;Tienda C;Código digital PSN;Crédito;$58.116
29-05-2022;Matías;Tienda A;Código digital NSW;Crédito;$55.857
21-09-2022;Diego;Tienda C;Código digital PSN;Débito;$38.401
17-09-2021;Agustín;Tienda B;Preventa Juego NSW;Débito;$34.175
26-08-2021;Agustín;Tienda B;Juego PC;Crédito;$51.013
09-08-2021;Francisco;Tienda C;Preventa Juego NSW;Débito;$53.119
24-06-2021;Kike;Tienda B;Código digital NSW;Débito;$37.557
16-09-2021;Diego;Tienda C;Juego XBOX;Débito;$34.939
23-03-2022;Antonio;Tienda D;Suscripción;Crédito;$55.143
08-08-2021;María;Tienda A;Preventa Juego STEAM;Crédito;$29.112
17-02-2021;María;Tienda A;Suscripción;Crédito;$31.006
28-07-2022;Kike;Tienda B;Suscripción;Débito;$50.531
03-05-2021;Antonio;Tienda D;Juego NSW;Crédito;$57.357
13-07-2021;Agustín;Tienda B;Juego PS5;Débito;$59.145
02-04-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$29.017
22-01-2021;Diego;Tienda C;Código digital NSW;Crédito;$61.844
17-03-2021;María;Tienda A;Preventa Juego XBOX;Crédito;$61.924
14-01-2022;Matías;Tienda A;Juego XBOX;Crédito;$46.584
16-12-2021;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$38.965
19-03-2022;Agustín;Tienda B;Preventa Juego PS5;Crédito;$53.659
23-01-2021;Ambrosio;Tienda D;Suscripción;Débito;$29.339
07-08-2022;Diego;Tienda C;Juego PS5;Crédito;$36.076
22-09-2021;Agustín;Tienda B;Juego PC;Débito;$57.441
13-03-2021;Matías;Tienda A;Código digital NSW;Débito;$44.777
15-03-2022;Kike;Tienda B;Suscripción;Débito;$57.900
28-04-2022;Matías;Tienda A;Preventa Juego XBOX;Crédito;$52.726
27-09-2021;Francisco;Tienda C;Juego PS5;Débito;$41.770
20-06-2022;María;Tienda A;Código digital XBOX;Débito;$29.993
26-07-2022;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$35.995
04-01-2021;Kike;Tienda B;Juego PS5;Débito;$35.480
16-01-2021;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$63.666
11-06-2021;Francisco;Tienda C;Código digital XBOX;Débito;$41.274
21-07-2022;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$63.678
26-08-2022;Francisco;Tienda C;Suscripción;Débito;$63.212
16-04-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$50.669
14-07-2021;Agustín;Tienda B;Juego NSW;Débito;$53.829
29-07-2021;Matías;Tienda A;Preventa Juego STEAM;Crédito;$57.447
30-01-2021;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$44.185
14-02-2022;Kike;Tienda B;Suscripción;Crédito;$46.018
20-11-2021;Antonio;Tienda D;Código digital XBOX;Débito;$63.300
04-02-2022;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$30.822
28-08-2022;María;Tienda A;Juego PC;Crédito;$57.099
22-04-2022;Agustín;Tienda B;Juego NSW;Débito;$34.682
06-01-2022;Antonio;Tienda D;Juego NSW;Débito;$62.045
06-03-2022;Diego;Tienda C;Preventa Juego NSW;Crédito;$27.988
11-05-2022;Ambrosio;Tienda D;Preventa Juego XBOX;Crédito;$50.010
03-06-2022;Agustín;Tienda B;Código digital PSN;Débito;$38.798
12-08-2022;Agustín;Tienda B;Juego XBOX;Débito;$53.198
12-06-2021;Ambrosio;Tienda D;Juego PS5;Débito;$50.559
21-06-2022;Agustín;Tienda B;Juego PC;Crédito;$31.349
06-10-2022;Francisco;Tienda C;Código digital NSW;Débito;$57.300
29-03-2021;Francisco;Tienda C;Código digital NSW;Crédito;$35.190
16-02-2022;Diego;Tienda C;Código digital NSW;Crédito;$30.087
26-09-2021;Antonio;Tienda D;Preventa Juego STEAM;Débito;$46.752
06-10-2021;María;Tienda A;Preventa Juego XBOX;Débito;$28.156
25-02-2021;Matías;Tienda A;Juego PC;Crédito;$51.448
31-01-2022;Diego;Tienda C;Juego PS5;Débito;$41.736
02-08-2021;Kike;Tienda B;Código digital NSW;Débito;$58.292
22-09-2022;Matías;Tienda A;Juego XBOX;Crédito;$39.937
23-04-2021;Agustín;Tienda B;Juego NSW;Débito;$45.843
18-10-2021;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$64.823
30-01-2021;Antonio;Tienda D;Código digital STEAM;Débito;$39.141
10-07-2021;Kike;Tienda B;Juego XBOX;Crédito;$52.717
17-06-2021;Antonio;Tienda D;Código digital STEAM;Débito;$62.215
30-01-2021;Francisco;Tienda C;Código digital XBOX;Crédito;$34.438
19-04-2022;Matías;Tienda A;Código digital STEAM;Crédito;$49.600
20-09-2021;Francisco;Tienda C;Juego PC;Débito;$28.642
01-11-2021;Diego;Tienda C;Preventa Juego STEAM;Débito;$37.935
19-06-2022;Francisco;Tienda C;Juego XBOX;Débito;$64.832
26-08-2022;Antonio;Tienda D;Juego PS5;Débito;$32.555
19-01-2021;Matías;Tienda A;Código digital XBOX;Crédito;$37.898
28-07-2022;Agustín;Tienda B;Código digital PSN;Débito;$62.778
18-02-2021;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$40.053
12-04-2022;Diego;Tienda C;Código digital XBOX;Débito;$33.323
24-04-2021;Matías;Tienda A;Juego PC;Crédito;$42.144
27-04-2021;Francisco;Tienda C;Juego NSW;Crédito;$56.244
05-10-2021;Francisco;Tienda C;Código digital XBOX;Crédito;$53.405
06-07-2022;Matías;Tienda A;Juego PC;Crédito;$31.049
08-08-2021;Francisco;Tienda C;Juego XBOX;Débito;$43.899
08-09-2021;Kike;Tienda B;Suscripción;Crédito;$60.014
24-02-2022;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$62.555
10-08-2021;Diego;Tienda C;Juego NSW;Crédito;$57.022
27-07-2021;Francisco;Tienda C;Código digital XBOX;Crédito;$29.699
11-01-2022;Agustín;Tienda B;Código digital STEAM;Crédito;$57.375
20-05-2021;Diego;Tienda C;Preventa Juego NSW;Crédito;$61.211
04-03-2021;Diego;Tienda C;Juego XBOX;Crédito;$28.749
08-12-2021;Matías;Tienda A;Juego PC;Crédito;$57.357
30-01-2021;Ambrosio;Tienda D;Suscripción;Débito;$60.790
16-04-2021;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$32.228
28-06-2021;Agustín;Tienda B;Código digital STEAM;Crédito;$34.294
18-08-2021;Francisco;Tienda C;Código digital PSN;Crédito;$53.306
15-06-2021;Antonio;Tienda D;Código digital XBOX;Crédito;$51.750
23-07-2021;Diego;Tienda C;Código digital XBOX;Crédito;$48.149
24-03-2022;Ambrosio;Tienda D;Juego NSW;Débito;$56.115
04-07-2022;Agustín;Tienda B;Preventa Juego XBOX;Débito;$36.983
13-07-2021;Diego;Tienda C;Juego XBOX;Débito;$62.322
25-04-2022;María;Tienda A;Preventa Juego PS5;Débito;$57.104
08-06-2022;Antonio;Tienda D;Preventa Juego NSW;Crédito;$55.949
12-08-2021;Diego;Tienda C;Suscripción;Débito;$38.093
01-01-2022;Antonio;Tienda D;Juego NSW;Débito;$48.013
15-11-2021;María;Tienda A;Juego PS5;Débito;$60.327
27-02-2022;Diego;Tienda C;Preventa Juego NSW;Crédito;$42.893
04-10-2022;Diego;Tienda C;Suscripción;Débito;$51.746
12-05-2021;Kike;Tienda B;Juego NSW;Crédito;$58.300
04-05-2021;Antonio;Tienda D;Juego XBOX;Crédito;$54.746
16-09-2022;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$32.994
23-01-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$38.792
19-01-2022;Ambrosio;Tienda D;Código digital XBOX;Débito;$48.556
18-05-2022;Diego;Tienda C;Suscripción;Crédito;$34.445
